47512804862866400000000000000000000000;BP01: Advent of Genesis;bp01;Wyvern Cavalier;BP01-084EN;Silver;http://tcgplayer.com/product/502156/shadowverse-evolve-bp01-advent-of-genesis-wyvern-cavalier?page=1;None;
155413386316319000000000000000000000000;BP01: Advent of Genesis;bp01;Bellringer Angel (Evolved);BP01-160EN;Gold;http://tcgplayer.com/product/502190/shadowverse-evolve-bp01-advent-of-genesis-bellringer-angel-evolved?page=1;None;
27324597711913000000000000000000000000;BP01: Advent of Genesis;bp01;Healing Angel;BP01-177EN;Bronze;http://tcgplayer.com/product/502159/shadowverse-evolve-bp01-advent-of-genesis-healing-angel?page=1;None;
22824854292331400000000000000000000000;BP01: Advent of Genesis;bp01;Angelic Barrage;BP01-180EN;Bronze;http://tcgplayer.com/product/502178/shadowverse-evolve-bp01-advent-of-genesis-angelic-barrage?page=1;None;
325563638072099000000000000000000000000;BP01: Advent of Genesis;bp01;Spectral Wizard (Evolved);BP01-060EN;Silver;http://tcgplayer.com/product/502101/shadowverse-evolve-bp01-advent-of-genesis-spectral-wizard-evolved?page=1;None;
229296078431513000000000000000000000000;BP01: Advent of Genesis;bp01;Shadowed Assassin (Evolved);BP01-030EN;Gold;http://tcgplayer.com/product/502196/shadowverse-evolve-bp01-advent-of-genesis-shadowed-assassin-evolved?page=1;None;
336690084429983000000000000000000000000;BP01: Advent of Genesis;bp01;Goblin (Evolved);BP01-172EN;Bronze;http://tcgplayer.com/product/502120/shadowverse-evolve-bp01-advent-of-genesis-goblin-evolved?page=1;None;
27423544672194700000000000000000000000;BP01: Advent of Genesis;bp01;Ancient Elf (Evolved);BP01-003EN;Legendary;http://tcgplayer.com/product/502067/shadowverse-evolve-bp01-advent-of-genesis-ancient-elf-evolved?page=1;None;
139901880766154000000000000000000000000;BP01: Advent of Genesis;bp01;Ghost;BP01-T14EN;None;http://tcgplayer.com/product/502455/shadowverse-evolve-bp01-advent-of-genesis-ghost?page=1;None;
300834813214825000000000000000000000000;BP01: Advent of Genesis;bp01;Forge Weaponry;BP01-049EN;Bronze;http://tcgplayer.com/product/502273/shadowverse-evolve-bp01-advent-of-genesis-forge-weaponry?page=1;None;
69727989796503800000000000000000000000;BP01: Advent of Genesis;bp01;Harvest Festival;BP01-016EN;Silver;http://tcgplayer.com/product/502098/shadowverse-evolve-bp01-advent-of-genesis-harvest-festival?page=1;None;
43160653373480200000000000000000000000;BP01: Advent of Genesis;bp01;Ambling Wraith;BP01-118EN;Bronze;http://tcgplayer.com/product/502080/shadowverse-evolve-bp01-advent-of-genesis-ambling-wraith?page=1;None;
39588902829065000000000000000000000000;BP01: Advent of Genesis;bp01;Gabriel;BP01-151EN;Legendary;http://tcgplayer.com/product/502160/shadowverse-evolve-bp01-advent-of-genesis-gabriel?page=1;None;
233023101405830000000000000000000000000;BP01: Advent of Genesis;bp01;Wind God;BP01-157EN;Gold;http://tcgplayer.com/product/502181/shadowverse-evolve-bp01-advent-of-genesis-wind-god?page=1;None;
189812355684520000000000000000000000000;BP01: Advent of Genesis;bp01;Noble Fairy;BP01-014EN;Silver;http://tcgplayer.com/product/502092/shadowverse-evolve-bp01-advent-of-genesis-noble-fairy?page=1;None;
180938888684689000000000000000000000000;BP01: Advent of Genesis;bp01;Dimension Shift;BP01-057EN;Gold;http://tcgplayer.com/product/502352/shadowverse-evolve-bp01-advent-of-genesis-dimension-shift?page=1;None;
249549656249773000000000000000000000000;BP01: Advent of Genesis;bp01;Aurelia, Regal Saber;BP01-028EN;Legendary;http://tcgplayer.com/product/502189/shadowverse-evolve-bp01-advent-of-genesis-aurelia-regal-saber?page=1;None;
105588295680168000000000000000000000000;BP01: Advent of Genesis;bp01;Dread Dragon;BP01-097EN;Bronze;http://tcgplayer.com/product/502188/shadowverse-evolve-bp01-advent-of-genesis-dread-dragon?page=1;None;
90354021277115000000000000000000000000;BP01: Advent of Genesis;bp01;Altered Fate;BP01-161EN;Gold;http://tcgplayer.com/product/502192/shadowverse-evolve-bp01-advent-of-genesis-altered-fate?page=1;None;
312465406693640000000000000000000000000;BP01: Advent of Genesis;bp01;Dark Offering;BP01-140EN;Silver;http://tcgplayer.com/product/502131/shadowverse-evolve-bp01-advent-of-genesis-dark-offering?page=1;None;
82085679689529100000000000000000000000;BP01: Advent of Genesis;bp01;Cerberus;BP01-101EN;Legendary;http://tcgplayer.com/product/502197/shadowverse-evolve-bp01-advent-of-genesis-cerberus?page=1;None;
30716602539840700000000000000000000000;BP01: Advent of Genesis;bp01;Fiery Embrace;BP01-073EN;Bronze;http://tcgplayer.com/product/502129/shadowverse-evolve-bp01-advent-of-genesis-fiery-embrace?page=1;None;
51622271182203100000000000000000000000;BP01: Advent of Genesis;bp01;Holy Sentinel;BP01-141EN;Silver;http://tcgplayer.com/product/502133/shadowverse-evolve-bp01-advent-of-genesis-holy-sentinel?page=1;None;
114818210671655000000000000000000000000;BP01: Advent of Genesis;bp01;Death Sentence;BP01-150EN;Bronze;http://tcgplayer.com/product/502158/shadowverse-evolve-bp01-advent-of-genesis-death-sentence?page=1;None;
95522569449048700000000000000000000000;BP01: Advent of Genesis;bp01;Woodland Refuge;BP01-025EN;Bronze;http://tcgplayer.com/product/502169/shadowverse-evolve-bp01-advent-of-genesis-woodland-refuge?page=1;None;
194779446142143000000000000000000000000;BP01: Advent of Genesis;bp01;Fairy Whisperer;BP01-020EN;Bronze;http://tcgplayer.com/product/502123/shadowverse-evolve-bp01-advent-of-genesis-fairy-whisperer?page=1;None;
21051219388283200000000000000000000000;BP01: Advent of Genesis;bp01;Arch Priestess Laelia (Evolved);BP01-130EN;Gold;http://tcgplayer.com/product/502100/shadowverse-evolve-bp01-advent-of-genesis-arch-priestess-laelia-evolved?page=1;None;
300589548470959000000000000000000000000;BP01: Advent of Genesis;bp01;Harnessed Glass;BP01-167EN;Silver;http://tcgplayer.com/product/502214/shadowverse-evolve-bp01-advent-of-genesis-harnessed-glass?page=1;None;
90839327550301200000000000000000000000;BP01: Advent of Genesis;bp01;Dragonbond Mage;BP01-062EN;Silver;http://tcgplayer.com/product/502103/shadowverse-evolve-bp01-advent-of-genesis-dragonbond-mage?page=1;None;
255169216820834000000000000000000000000;BP01: Advent of Genesis;bp01;Razory Claw;BP01-125EN;Bronze;http://tcgplayer.com/product/502090/shadowverse-evolve-bp01-advent-of-genesis-razory-claw?page=1;None;
234987765771745000000000000000000000000;BP01: Advent of Genesis;bp01;Execution;BP01-169EN;Silver;http://tcgplayer.com/product/502093/shadowverse-evolve-bp01-advent-of-genesis-execution?page=1;None;
16259388743661000000000000000000000000;BP01: Advent of Genesis;bp01;Medusa;BP01-104EN;Gold;http://tcgplayer.com/product/502201/shadowverse-evolve-bp01-advent-of-genesis-medusa?page=1;None;
75682780499313300000000000000000000000;BP01: Advent of Genesis;bp01;Shadowed Assassin;BP01-029EN;Gold;http://tcgplayer.com/product/502194/shadowverse-evolve-bp01-advent-of-genesis-shadowed-assassin?page=1;None;
249919772228079000000000000000000000000;BP01: Advent of Genesis;bp01;Rhinoceroach;BP01-004EN;Gold;http://tcgplayer.com/product/502068/shadowverse-evolve-bp01-advent-of-genesis-rhinoceroach?page=1;None;
333125107584021000000000000000000000000;BP01: Advent of Genesis;bp01;Dark Dragoon Forte;BP01-076EN;Legendary;http://tcgplayer.com/product/502136/shadowverse-evolve-bp01-advent-of-genesis-dark-dragoon-forte?page=1;None;
50393539899570700000000000000000000000;BP01: Advent of Genesis;bp01;Cleric Lancer;BP01-137EN;Silver;http://tcgplayer.com/product/502124/shadowverse-evolve-bp01-advent-of-genesis-cleric-lancer?page=1;None;
219765230770013000000000000000000000000;BP01: Advent of Genesis;bp01;Urd;BP01-155EN;Gold;http://tcgplayer.com/product/502173/shadowverse-evolve-bp01-advent-of-genesis-urd?page=1;None;
184338778549060000000000000000000000000;BP01: Advent of Genesis;bp01;Frontguard General;BP01-031EN;Gold;http://tcgplayer.com/product/502216/shadowverse-evolve-bp01-advent-of-genesis-frontguard-general?page=1;None;
314725751375138000000000000000000000000;BP01: Advent of Genesis;bp01;Zirnitra;BP01-078EN;Legendary;http://tcgplayer.com/product/502139/shadowverse-evolve-bp01-advent-of-genesis-zirnitra?page=1;None;
83429000368092200000000000000000000000;BP01: Advent of Genesis;bp01;Wardrobe Raider;BP01-122EN;Bronze;http://tcgplayer.com/product/502085/shadowverse-evolve-bp01-advent-of-genesis-wardrobe-raider?page=1;None;
251020741682720000000000000000000000000;BP01: Advent of Genesis;bp01;Coco;BP01-T13EN;None;http://tcgplayer.com/product/502453/shadowverse-evolve-bp01-advent-of-genesis-coco?page=1;None;
276191383714442000000000000000000000000;BP01: Advent of Genesis;bp01;Lord Atomy;BP01-103EN;Legendary;http://tcgplayer.com/product/502199/shadowverse-evolve-bp01-advent-of-genesis-lord-atomy?page=1;None;
139411701430103000000000000000000000000;BP01: Advent of Genesis;bp01;Mimi;BP01-T12EN;None;http://tcgplayer.com/product/502450/shadowverse-evolve-bp01-advent-of-genesis-mimi?page=1;None;
49035503439851300000000000000000000000;BP01: Advent of Genesis;bp01;Cruel Priestess;BP01-142EN;Bronze;http://tcgplayer.com/product/502135/shadowverse-evolve-bp01-advent-of-genesis-cruel-priestess?page=1;None;
210592320175468000000000000000000000000;BP01: Advent of Genesis;bp01;Lucifer (Evolved);BP01-153EN;Legendary;http://tcgplayer.com/product/502167/shadowverse-evolve-bp01-advent-of-genesis-lucifer-evolved?page=1;None;
87315771140073900000000000000000000000;BP01: Advent of Genesis;bp01;Holy Falcon;BP01-T16EN;None;http://tcgplayer.com/product/502459/shadowverse-evolve-bp01-advent-of-genesis-holy-falcon?page=1;None;
95469102082201900000000000000000000000;BP01: Advent of Genesis;bp01;Fairy Circle;BP01-023EN;Bronze;http://tcgplayer.com/product/502150/shadowverse-evolve-bp01-advent-of-genesis-fairy-circle?page=1;None;
117825668475910000000000000000000000000;BP01: Advent of Genesis;bp01;Angelic Snipe;BP01-179EN;Bronze;http://tcgplayer.com/product/502172/shadowverse-evolve-bp01-advent-of-genesis-angelic-snipe?page=1;None;
25304757641502900000000000000000000000;BP01: Advent of Genesis;bp01;Sea Queen Otohime;BP01-026EN;Legendary;http://tcgplayer.com/product/502180/shadowverse-evolve-bp01-advent-of-genesis-sea-queen-otohime?page=1;None;
231836456357163000000000000000000000000;BP01: Advent of Genesis;bp01;Dark Summoner;BP01-112EN;Silver;http://tcgplayer.com/product/502211/shadowverse-evolve-bp01-advent-of-genesis-dark-summoner?page=1;None;
333709073933389000000000000000000000000;BP01: Advent of Genesis;bp01;Alwida's Command;BP01-032EN;Gold;http://tcgplayer.com/product/502217/shadowverse-evolve-bp01-advent-of-genesis-alwidas-command?page=1;None;
286240322342282000000000000000000000000;BP01: Advent of Genesis;bp01;Arch Priestess Laelia;BP01-129EN;Gold;http://tcgplayer.com/product/502097/shadowverse-evolve-bp01-advent-of-genesis-arch-priestess-laelia?page=1;None;
303954928624267000000000000000000000000;BP01: Advent of Genesis;bp01;Goblinmount Demon;BP01-164EN;Silver;http://tcgplayer.com/product/502209/shadowverse-evolve-bp01-advent-of-genesis-goblinmount-demon?page=1;None;
51726379380015200000000000000000000000;BP01: Advent of Genesis;bp01;Ninja Master;BP01-040EN;Silver;http://tcgplayer.com/product/502237/shadowverse-evolve-bp01-advent-of-genesis-ninja-master?page=1;None;
156843458791167000000000000000000000000;BP01: Advent of Genesis;bp01;Fervid Soldier;BP01-043EN;Bronze;http://tcgplayer.com/product/502240/shadowverse-evolve-bp01-advent-of-genesis-fervid-soldier?page=1;None;
92105463185405700000000000000000000000;BP01: Advent of Genesis;bp01;Archer (Evolved);BP01-019EN;Bronze;http://tcgplayer.com/product/502116/shadowverse-evolve-bp01-advent-of-genesis-archer-evolved?page=1;None;
169049273245383000000000000000000000000;BP01: Advent of Genesis;bp01;Thorn Burst;BP01-T01EN;None;http://tcgplayer.com/product/502428/shadowverse-evolve-bp01-advent-of-genesis-thorn-burst?page=1;None;
88779207217120900000000000000000000000;BP01: Advent of Genesis;bp01;Wardrobe Raider (Evolved);BP01-123EN;Bronze;http://tcgplayer.com/product/502087/shadowverse-evolve-bp01-advent-of-genesis-wardrobe-raider-evolved?page=1;None;
164431023049507000000000000000000000000;BP01: Advent of Genesis;bp01;Alchemical Lore;BP01-064EN;Silver;http://tcgplayer.com/product/502106/shadowverse-evolve-bp01-advent-of-genesis-alchemical-lore?page=1;None;
1335434022441490000000000000000000000;BP01: Advent of Genesis;bp01;Ivory Dragon;BP01-092EN;Bronze;http://tcgplayer.com/product/502177/shadowverse-evolve-bp01-advent-of-genesis-ivory-dragon?page=1;None;
327669139560436000000000000000000000000;BP01: Advent of Genesis;bp01;Onslaught;BP01-050EN;Bronze;http://tcgplayer.com/product/502280/shadowverse-evolve-bp01-advent-of-genesis-onslaught?page=1;None;
170120088690865000000000000000000000000;BP01: Advent of Genesis;bp01;Dark General;BP01-113EN;Silver;http://tcgplayer.com/product/502069/shadowverse-evolve-bp01-advent-of-genesis-dark-general?page=1;None;
286613183156964000000000000000000000000;BP01: Advent of Genesis;bp01;Dimension Shift - P11EN (Foil);BP01-P11EN;Premium;http://tcgplayer.com/product/502288/shadowverse-evolve-bp01-advent-of-genesis-dimension-shift-p11en-foil?page=1;None;
107921264628942000000000000000000000000;BP01: Advent of Genesis;bp01;Rabbit Necromancer;BP01-121EN;Bronze;http://tcgplayer.com/product/502084/shadowverse-evolve-bp01-advent-of-genesis-rabbit-necromancer?page=1;None;
25011872993785800000000000000000000000;BP01: Advent of Genesis;bp01;Arcane Enlightenment;BP01-056EN;Gold;http://tcgplayer.com/product/502345/shadowverse-evolve-bp01-advent-of-genesis-arcane-enlightenment?page=1;None;
239776492300327000000000000000000000000;BP01: Advent of Genesis;bp01;Bellringer Angel (Evolved) - P33EN (Foil);BP01-P33EN;Premium;http://tcgplayer.com/product/502348/shadowverse-evolve-bp01-advent-of-genesis-bellringer-angel-evolved-p33en-foil?page=1;None;
187770451745861000000000000000000000000;BP01: Advent of Genesis;bp01;Luminous Knight;BP01-045EN;Bronze;http://tcgplayer.com/product/502245/shadowverse-evolve-bp01-advent-of-genesis-luminous-knight?page=1;None;
2572929348692660000000000000000000000;BP01: Advent of Genesis;bp01;Path to Purgatory;BP01-162EN;Gold;http://tcgplayer.com/product/502200/shadowverse-evolve-bp01-advent-of-genesis-path-to-purgatory?page=1;None;
246966204841120000000000000000000000000;BP01: Advent of Genesis;bp01;Path to Purgatory;BP01-162EN;Gold;http://tcgplayer.com/product/502200/shadowverse-evolve-bp01-advent-of-genesis-path-to-purgatory?page=1;None;
63163424368992800000000000000000000000;BP01: Advent of Genesis;bp01;Mordecai the Duelist;BP01-107EN;Gold;http://tcgplayer.com/product/502205/shadowverse-evolve-bp01-advent-of-genesis-mordecai-the-duelist?page=1;None;
115567398025986000000000000000000000000;BP01: Advent of Genesis;bp01;Fate's Hand;BP01-065EN;Silver;http://tcgplayer.com/product/502108/shadowverse-evolve-bp01-advent-of-genesis-fates-hand?page=1;None;
300145270720002000000000000000000000000;BP01: Advent of Genesis;bp01;Imprisoned Dragon;BP01-088EN;Silver;http://tcgplayer.com/product/502168/shadowverse-evolve-bp01-advent-of-genesis-imprisoned-dragon?page=1;None;
139001619162540000000000000000000000000;BP01: Advent of Genesis;bp01;Ivory Dragon (Evolved);BP01-093EN;Bronze;http://tcgplayer.com/product/502179/shadowverse-evolve-bp01-advent-of-genesis-ivory-dragon-evolved?page=1;None;
177615371770277000000000000000000000000;BP01: Advent of Genesis;bp01;Swordsman;BP01-038EN;Silver;http://tcgplayer.com/product/502235/shadowverse-evolve-bp01-advent-of-genesis-swordsman?page=1;None;
91676155635971100000000000000000000000;BP01: Advent of Genesis;bp01;Sea Queen Otohime (SL) (Evolved);Legendary;Super;BP01-SL05EN;http://tcgplayer.com/product/502381/shadowverse-evolve-bp01-advent-of-genesis-sea-queen-otohime-sl-evolved?page=1;None
54254771625596200000000000000000000000;BP01: Advent of Genesis;bp01;Maid Leader - P07EN (Foil);BP01-P07EN;Premium;http://tcgplayer.com/product/502274/shadowverse-evolve-bp01-advent-of-genesis-maid-leader-p07en-foil?page=1;None;
2582714455941510000000000000000000000;BP01: Advent of Genesis;bp01;Archer;BP01-018EN;Bronze;http://tcgplayer.com/product/502113/shadowverse-evolve-bp01-advent-of-genesis-archer?page=1;None;
264223405552488000000000000000000000000;BP01: Advent of Genesis;bp01;Wind Blast;BP01-071EN;Bronze;http://tcgplayer.com/product/502126/shadowverse-evolve-bp01-advent-of-genesis-wind-blast?page=1;None;
3235532094170940000000000000000000000;BP01: Advent of Genesis;bp01;Blackened Scripture;BP01-139EN;Silver;http://tcgplayer.com/product/502130/shadowverse-evolve-bp01-advent-of-genesis-blackened-scripture?page=1;None;
281112501501535000000000000000000000000;BP01: Advent of Genesis;bp01;Hell's Unleasher;BP01-109EN;Silver;http://tcgplayer.com/product/502207/shadowverse-evolve-bp01-advent-of-genesis-hells-unleasher?page=1;None;
292007715338850000000000000000000000000;BP01: Advent of Genesis;bp01;Navy Lieutenant;BP01-047EN;Bronze;http://tcgplayer.com/product/502256/shadowverse-evolve-bp01-advent-of-genesis-navy-lieutenant?page=1;None;
90498785707871400000000000000000000000;BP01: Advent of Genesis;bp01;Bellringer Angel - P32EN (Foil);BP01-P32EN;Premium;http://tcgplayer.com/product/502346/shadowverse-evolve-bp01-advent-of-genesis-bellringer-angel-p32en-foil?page=1;None;
201793766067853000000000000000000000000;BP01: Advent of Genesis;bp01;Dragon;BP01-T11EN;None;http://tcgplayer.com/product/502448/shadowverse-evolve-bp01-advent-of-genesis-dragon?page=1;None;
248618067192297000000000000000000000000;BP01: Advent of Genesis;bp01;Curate;BP01-147EN;Bronze;http://tcgplayer.com/product/502151/shadowverse-evolve-bp01-advent-of-genesis-curate?page=1;None;
130059092023047000000000000000000000000;BP01: Advent of Genesis;bp01;Gilgamesh;BP01-158EN;Gold;http://tcgplayer.com/product/502183/shadowverse-evolve-bp01-advent-of-genesis-gilgamesh?page=1;None;
286403213420559000000000000000000000000;BP01: Advent of Genesis;bp01;Novice Trooper;BP01-048EN;Bronze;http://tcgplayer.com/product/502263/shadowverse-evolve-bp01-advent-of-genesis-novice-trooper?page=1;None;
167072461119442000000000000000000000000;BP01: Advent of Genesis;bp01;Teachings of Creation;BP01-075EN;Bronze;http://tcgplayer.com/product/502134/shadowverse-evolve-bp01-advent-of-genesis-teachings-of-creation?page=1;None;
219180585345806000000000000000000000000;BP01: Advent of Genesis;bp01;Guardian Sun;BP01-149EN;Bronze;http://tcgplayer.com/product/502157/shadowverse-evolve-bp01-advent-of-genesis-guardian-sun?page=1;None;
88987679812120300000000000000000000000;BP01: Advent of Genesis;bp01;Chorus of Prayer;BP01-132EN;Gold;http://tcgplayer.com/product/502109/shadowverse-evolve-bp01-advent-of-genesis-chorus-of-prayer?page=1;None;
235319879884348000000000000000000000000;BP01: Advent of Genesis;bp01;Elven Princess Mage;BP01-009EN;Silver;http://tcgplayer.com/product/502076/shadowverse-evolve-bp01-advent-of-genesis-elven-princess-mage?page=1;None;
264868207285754000000000000000000000000;BP01: Advent of Genesis;bp01;Crazed Executioner (Evolved);BP01-111EN;Silver;http://tcgplayer.com/product/502210/shadowverse-evolve-bp01-advent-of-genesis-crazed-executioner-evolved?page=1;None;
318868699929036000000000000000000000000;BP01: Advent of Genesis;bp01;Blackened Scripture - P29EN (Foil);BP01-P29EN;Premium;http://tcgplayer.com/product/502401/shadowverse-evolve-bp01-advent-of-genesis-blackened-scripture-p29en-foil?page=1;None;
187203106695831000000000000000000000000;BP01: Advent of Genesis;bp01;Archer - P03EN (Foil);BP01-P03EN;Premium;http://tcgplayer.com/product/502262/shadowverse-evolve-bp01-advent-of-genesis-archer-p03en-foil?page=1;None;
19905662912507800000000000000000000000;BP01: Advent of Genesis;bp01;Flame and Glass;BP01-154EN;Legendary;http://tcgplayer.com/product/502171/shadowverse-evolve-bp01-advent-of-genesis-flame-and-glass?page=1;None;
68889150317243700000000000000000000000;BP01: Advent of Genesis;bp01;Prism Priestess (Evolved);BP01-136EN;Silver;http://tcgplayer.com/product/502121/shadowverse-evolve-bp01-advent-of-genesis-prism-priestess-evolved?page=1;None;
100865841523061000000000000000000000000;BP01: Advent of Genesis;bp01;Crazed Executioner;BP01-110EN;Silver;http://tcgplayer.com/product/502208/shadowverse-evolve-bp01-advent-of-genesis-crazed-executioner?page=1;None;
136876184970926000000000000000000000000;BP01: Advent of Genesis;bp01;Dark Dragoon Forte (SL);Legendary;Super;BP01-SL10EN;http://tcgplayer.com/product/502396/shadowverse-evolve-bp01-advent-of-genesis-dark-dragoon-forte-sl?page=1;None
310927049714683000000000000000000000000;BP01: Advent of Genesis;bp01;Elven Princess Mage (Evolved);BP01-010EN;Silver;http://tcgplayer.com/product/502079/shadowverse-evolve-bp01-advent-of-genesis-elven-princess-mage-evolved?page=1;None;
316975897419647000000000000000000000000;BP01: Advent of Genesis;bp01;Conflagration;BP01-089EN;Silver;http://tcgplayer.com/product/502170/shadowverse-evolve-bp01-advent-of-genesis-conflagration?page=1;None;
290200173453104000000000000000000000000;BP01: Advent of Genesis;bp01;Serpent Wrath;BP01-090EN;Silver;http://tcgplayer.com/product/502174/shadowverse-evolve-bp01-advent-of-genesis-serpent-wrath?page=1;None;
64711479659401200000000000000000000000;BP01: Advent of Genesis;bp01;Mainyu;BP01-144EN;Bronze;http://tcgplayer.com/product/502143/shadowverse-evolve-bp01-advent-of-genesis-mainyu?page=1;None;
337848590009262000000000000000000000000;BP01: Advent of Genesis;bp01;Sacred Plea;BP01-133EN;Gold;http://tcgplayer.com/product/502112/shadowverse-evolve-bp01-advent-of-genesis-sacred-plea?page=1;None;
155234541327608000000000000000000000000;BP01: Advent of Genesis;bp01;Sage Commander;BP01-037EN;Silver;http://tcgplayer.com/product/502226/shadowverse-evolve-bp01-advent-of-genesis-sage-commander?page=1;None;
